user,created_at,text
Gr8Burgos,2020-01-30 17:00:41+00:00,Fuk Everything!!! Fuk the Chinese virus fuk your bs life problems...@LilTunechi aka LIL WAYNE DROPS HIS NEW FUNERAL ALBUM TONIGHT AT 12!!!! I can’t wait for that blunt spark and him going crazy on songs!!!!
EhRadioCanada,2020-01-30 16:59:58+00:00,suggest you take a listen to this 'EHR 657 Morning moment Chinese virus or is it Canadian? Jan 29 2020' 
monkeymarv,2020-01-30 16:55:16+00:00,"I call it ""Chinese virus"" because it is. I'm not listening to any menstruating heart BS about not stigmatizing China. As per NJ Dept of Health: ""2019 nCoV (Novel Coronavirus, Wuhan, China)."" Japan doesn't like ""norovirus"" because Noro's a family name? Fuck 'em. Speak what's true."
zevaferrante,2020-01-30 16:51:49+00:00,“The Chinese virus is spreading”—deception and false news https://blog.nomorefakenews.com/2020/01/27/the-chinese-virus-is-spreading-deception-and-false-news/
dk_adams,2020-01-30 16:42:01+00:00,Conservative Radio Host Michael Savage Wants The ‘Coronavirus’ To Infect AOC: Send Her Animals From Chinese Virus Market. He seems nice.... https://www.mediaite.com/radio/conservative-radio-host-michael-savage-wants-the-coronavirus-to-infect-aoc-send-her-to-chinese-virus-market/ #SmartNews
fcj316,2020-01-30 16:30:49+00:00,African nations take first measures to stop spread of Chinese virus https://news.yahoo.com/first-african-measures-stop-spread-chinese-virus-174014127.html?soc_src=strm&amp;soc_trk=tw via @YahooNews
Ra_conteur,2020-01-30 16:30:13+00:00,Inn Flu In Sir? Is this an evolved version of that Chinese virus only found in males staying in South Beach hotels?
PyaraMomo1235,2020-01-30 16:28:25+00:00,Probably infected by that Chinese virus lol
BL0NDESUNG,2020-01-30 16:27:00+00:00,ugly white bitch infront of me in french class sneezed once and started screaming that she had “chinese virus” and every1 was laughing exept me Oh how I hate every single soul in my skewl 
kyferholdings,2020-01-30 16:23:49+00:00,@KagutaMuseveni .Mr president what are your contingency plans about the egregious Chinese virus.?
FeralWillieMan,2020-01-30 16:20:17+00:00,Isn’t he Japanese and the flu is a Chinese virus? Come on people
kulchinonso,2020-01-30 16:16:20+00:00,American hand may not be far from this Chinese virus
EhRadioCanada,2020-01-30 16:16:05+00:00,So if you listen to my latest podcast you will learn where the Chinese virus comes from MSM and Government in denial https://www.spreaker.com/episode/22177638 @realDonaldTrump @MichelleRempel #cwr #cdnpoli
pdanielagc,2020-01-30 16:14:27+00:00,"Ahhhh, the typical campaign about a chinese virus (nCoV) where the virus itself has asian eyes. Harmless at all, innit? What about some math symbols? Perhaps this Corona Virus is quite smart as any other asian guy... "
DevTelecoms,2020-01-30 16:05:03+00:00,Chinese virus hits Indian supply chain #India #Smartphones #China #PublicHealth #Components #Coronavirus http://tinyurl.com/rkwg5dt
Brahmas92572355,2020-01-30 16:04:46+00:00,Swairus more dangerous then that Chinese virus of china... 
Undercoverman7,2020-01-30 15:59:11+00:00,"If you don't nip the Chinese virus in bud, impeachment could be side story. 6 carnival cruises cancelled from China, one with 6000 on board with suspect case can't leave Italy.Good luck "
CurmudgeonPinoy,2020-01-30 15:59:04+00:00,What's next? This is the embodiment of Chinese Virus. #coronavirus #nCoV #chinesevirus 
Notorious_Vale,2020-01-30 15:58:02+00:00,"Fellas, is it racist to not want to die from the Chinese virus?"
bforres87965230,2020-01-30 15:53:22+00:00,Did the virus originate in china? Yes so its a chinese virus. Stop trying to make things racist when there not
Taoistguy457,2020-01-30 15:49:36+00:00,"""Mortgage rates tumble...amid uncertainty about the Coronavirus"" Chinese Virus, American Home Mortgages? I get those who don't see Mortgage Futures doing well. The rest, that's just fear and panic talking. #QAnon"
brennal,2020-01-30 15:49:23+00:00,"Not to be weird but I think it being a Chinese virus figures in. Remember the Ebola scare? I think people have a different reaction to an ""invading foreign virus"" than the flu we get here every year."
CatherineYZ,2020-01-30 15:32:56+00:00,"As an Asian, I understand your feeling. These days some people even called the coronavirus as a Chinese Virus. Some places have a sign said they don’t welcome Chinese and Asian… your aunt’s reply is so nice! Good for her."
demendieta,2020-01-30 15:27:24+00:00,I suspect Budweiser name that Chinese virus 
MarkBrett11,2020-01-30 15:25:09+00:00,"A floating death trap, that's how nasty Chinese virus spreads in confined spaces, have a cracking cruise, I suffer from asthma and I'd never go on one of them, stay away from lurgy people "
NwsToday,2020-01-30 15:21:23+00:00, Coronavirus fuels XAU/USD demand Gold prices benefitted from rising concerns over a rapid spread of Chinese virus and Powell’s comments 
RepublickPontus,2020-01-30 15:17:50+00:00,@WhiteHouse @POTUS was the #ChineseVirus a #BiohazardWeapon which escaped their #Lab #CoverUp
panaynewsdotnet,2020-01-30 15:15:00+00:00,The United Arab Emirates on Wednesday confirmed the first cases in the Mideast of the new Chinese virus that causes flu-like symptoms. 
seorOConnor1,2020-01-30 15:14:44+00:00,United Airlines continues to contaminate other countries with the Chinese virus. Stop traveling to China @UnitedAirlines_
jeonjamaisv,2020-01-30 15:10:34+00:00,"i don’t live there tho,,, and neither is china trying to “invade” anyone. you do know there are already some cases of the virus in europe/america right? this is not just a “chinese virus”"
Hektor_of_Ilium,2020-01-30 15:10:10+00:00,"@Varneyco @AshWebsterFBN Do you hear it? The pitter-patter of little Lemming feet, scampering for the cliff? Because of a Chinese virus outbreak that’s having less impact than influenza or the common cold? If you’re not an infant, elderly, or sickly, your risk is low."
teiopa,2020-01-30 15:06:24+00:00,It's not a Chinese virus it just happened to appear first in China. It can be in whatever part in the world not necessarily related to chinese people
IronyMan14,2020-01-30 15:05:12+00:00,Build the wall? What a moronic thing to say in the context of the Chinese virus.
itsyahbitchmits,2020-01-30 14:59:43+00:00,"iw for satan's sake drugs galing sa chinese, prostitution galing sa chinese, virus galing sa chinese. what can we ask for? Duterte is a tool for chinese to be able to colonize us."
jmslv,2020-01-30 14:54:47+00:00,"Perhaps, due to the Chinese virus, countries around the world need to reconsider how Chinese citizens can travel wherever they want without visas, when the whole world needs visas to go to Communist China ..."
dreadheadboi,2020-01-30 14:54:19+00:00,But it’s a Chinese virus y’all gotta stop defending people
Phil36872858,2020-01-30 14:53:47+00:00,Looks like before 5g the Chinese virus has and will carry on affecting world trade etc etc etc
sebeku2,2020-01-30 14:53:29+00:00,Wilbur Ross hearing of the Chinese virus... 
CalRobs8,2020-01-30 14:48:26+00:00,Some lad just come in Newtown doctors asking where he can get “one of those mask things for the Chinese virus” 
WulfNemesis,2020-01-30 14:42:17+00:00,"New Chinese Virus ‘Will Have Infected Thousands’, “Four Horseman” Diseases https://youtu.be/JEp7-jpyB8g via @YouTube"
Sandra_Cole44,2020-01-30 14:41:04+00:00,That's discrimination this is not a 'Chinese Virus' this is a people virus. It can happen anywhere at anytime and to anyone. The fear mongering has gone too far now. @JohnTory @kristynwongtam
L8NIGHTD3VIL,2020-01-30 14:40:25+00:00,so fucked up! Filipinos can't avoid crowded places!!!! ban those f*cking chinese virus-carrier in entering our country!!! 
Itz3asy,2020-01-30 14:40:24+00:00,"Loool it’s 100% a Chinese virus, it started there and 99% of the cases are in China "
insomnia_tem,2020-01-30 14:38:56+00:00,"well, chinese virus entered country. Time to put respirator on"
kittykuopoker,2020-01-30 14:34:48+00:00,"This is Taiwanese dog situation, I mean, really? Chinese Virus is a trouble maker "
DaniePotterhead,2020-01-30 14:33:51+00:00,"Ebola is spread thru direct contact, this Chinese virus is NOT.. you can breathe the same air and be infected.. someone with Ebola literally has to have direct contact with your bloodstream or bodily fluids like sex and kissing..."
elainefrog,2020-01-30 14:27:12+00:00,Told friends of mine to stop calling it « Chinese virus »..
donna1128914,2020-01-30 14:12:08+00:00,It's NOT called CHINESE VIRUS its called CORONAVIRUS！！！ When DISASTER comes，we're all HUMAN BEINGS！ 
CourthouseNews,2020-01-30 14:09:45+00:00,Fed Calls Chinese Virus a Risk to World Economy http://ow.ly/sfuN30qdxTZ
Legacygrainteam,2020-01-30 14:08:22+00:00,"Commodities are weaker again as the Chinese virus continues to overhang the market. The total of confirmed cases is now close to 8,000 with 170 deaths. The WHO has not declared this virus a global health crisis at this time, but more meetings are being held today. #oatt"
jose652524,2020-01-30 14:05:19+00:00,"UAE confirms 4 Chinese tourists have virus, first in Mideast A family of four Chinese tourists in the United Arab Emirates on Wednesday became the first cases in the Mideast of a new Chinese virus that causes flu-like symptoms, with an Emirati doctor saying the first to fal…"
christinesboyce,2020-01-30 14:04:58+00:00,@SenRonJohnson @GOPSenate @GOPHouse Trump gutted the government. The CDC lost the BEST scientists. The Chinese virus is sinking the world economy. It’s too late to prevent it. @SpeakerPelosi @RepAdamSchiff @SenSchumer
Btea2miKIucwDGO,2020-01-30 14:03:30+00:00,Ask Chinese people! Experts think #Chinese_virus linked to #bat_soup! BEIJING: China’s SARS-like #Coronavirus has already claimed at least 17 lives in the city of #Wuhan and has spread around the world. https://www.google.com/amp/s/www.siasat.com/experts-think-chinese-virus-linked-bat-soup-1806231/amp/
WarrenGoodson,2020-01-30 14:02:52+00:00,I thought the GOP tax cut would return American jobs? Now we have to hope for a Chinese virus? Only the best people ! 
OOOSillyME,2020-01-30 13:59:16+00:00,Don't forget that nice Chinese virus that will explode our job market Maria.....God you are such MONSTERS!
iamgurutoocool,2020-01-30 13:55:29+00:00,African nations take first measures to stop spread of Chinese virus 
SoftwareGenie,2020-01-30 13:52:41+00:00,This new Chinese virus. Can it be related to eating ‘Bush Meet’ and Cats..??
EtienneLorenza,2020-01-30 13:49:31+00:00,“The Chinese virus is spreading”—deception and false news https://blog.nomorefakenews.com/2020/01/27/the-chinese-virus-is-spreading-deception-and-false-news/
